id,category,abm_dimensions,reference_dimensions,pixels_equal,abm_gt,reference_gt
MfrDB0892,identical,199x62,199x62,true,a = b + 1,a = b + 1
formulaire002-equation032,identical,520x113,520x113,true,n _ { 1 } + \ldots + n _ { j },n _ { 1 } + \ldots + n _ { j }
200923-131-193,identical,87x63,87x63,true,( - C ),( - C )
formulaire003-equation000,identical,373x82,373x82,true,1 2 \div 7 5 \geq 0,1 2 \div 7 5 \geq 0
124_miguel,identical,629x205,629x205,true,\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x },\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }
formulaire025-equation068,identical,743x97,743x97,true,( y + z ) \times x = ( y \times x ) + ( z \times x ),( y + z ) \times x = ( y \times x ) + ( z \times x )
200926-1617-118,identical,149x62,149x62,true,H - \sum n,H - \sum n
200922-949-101,identical,238x162,238x162,true,- v + \frac { L } { j },- v + \frac { L } { j }
formulaire012-equation001,identical,141x65,141x65,true,\beta ( x ),\beta ( x )
200924-1331-38,identical,218x131,218x131,true,\frac { 4 } { 3 } \pi r ^ { 3 },\frac { 4 } { 3 } \pi r ^ { 3 }
MfrDB3027,identical,265x108,265x108,true,\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } ),\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
200926-131-228,identical,91x69,91x69,true,B P z,B P z
MfrDB3045,identical,386x86,386x86,true,"f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )","f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
200925-1126-114,identical,52x67,52x67,true,p,p
formulaire002-equation060,identical,351x67,351x67,true,( 1 3 9 - 5 2 ) / 1 7 2 \leq 1,( 1 3 9 - 5 2 ) / 1 7 2 \leq 1
2009220-1327-115,identical,76x74,76x74,true,\pi,\pi
MfrDB1503,identical,344x110,344x110,true,"f ( x , y ) = \frac { x } { y } + x y","f ( x , y ) = \frac { x } { y } + x y"
200925-1126-160,identical,71x62,71x62,true,\sqrt { z },\sqrt { z }
MfrDB2202,identical,296x73,296x73,true,| a - b | \leq | a - c | + | c - b |,| a - b | \leq | a - c | + | c - b |
formulaire013-equation016,identical,1031x113,1031x113,true,3 \times ( 4 \times x + 1 ) \times ( 5 \times x \times y - 2 ) \times z,3 \times ( 4 \times x + 1 ) \times ( 5 \times x \times y - 2 ) \times z
formulaire037-equation037,identical,349x167,349x167,true,\sum _ { i = 1 } ^ { p } n _ { i } = n,\sum _ { i = 1 } ^ { p } n _ { i } = n
2009213-139-198,identical,151x114,151x114,true,I E,I E
200926-131-106,identical,183x80,183x80,true,( ( \int [ o ] d G ) ),( ( \int [ o ] d G ) )
8_em_62,identical,194x62,194x62,true,\sigma \in G,\sigma \in G
formulaire023-equation018,identical,58x127,58x127,true,\frac { a } { b },\frac { a } { b }
MfrDB2935,identical,191x112,191x112,true,\sum _ { n = 0 } ^ { \infty } f _ { n } ( x ),\sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
formulaire010-equation056,identical,365x78,365x78,true,x ^ { 3 } - 1 = 0,x ^ { 3 } - 1 = 0
200923-1254-41,identical,50x58,50x58,true,H,H
200923-131-67,identical,229x100,229x100,true,\tan ( \frac { \pi } { 4 } ) = 1,\tan ( \frac { \pi } { 4 } ) = 1
KME2G3_14_sub_28,identical,410x100,410x100,true,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z },z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
200926-1617-37,identical,251x73,251x73,true,1 3 + \pi r ^ { 2 },1 3 + \pi r ^ { 2 }
200923-1254-78,identical,247x332,247x332,true,\frac { x _ { 1 } } { \frac { x _ { 2 } } { \frac { x _ { 3 } } { x _ { 4 } } } },\frac { x _ { 1 } } { \frac { x _ { 2 } } { \frac { x _ { 3 } } { x _ { 4 } } } }
200924-1331-288,identical,149x72,149x72,true,- \sigma,- \sigma
formulaire003-equation046,identical,438x88,438x88,true,x ^ { 5 } + x + a,x ^ { 5 } + x + a
200923-1251-123,identical,140x71,140x71,true,\sqrt { 4 - C },\sqrt { 4 - C }
93_leissi,identical,820x105,820x105,true,r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } ),r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } )
formulaire008-equation070,identical,389x69,389x69,true,1 9 9 - 1 5 1 = 4 8,1 9 9 - 1 5 1 = 4 8
200922-1017-73,identical,163x138,163x138,true,a ^ { b ^ { c ^ { d } } },a ^ { b ^ { c ^ { d } } }
2009210-947-201,identical,39x54,39x54,true,h,h
MfrDB1780,identical,159x91,159x91,true,\sqrt [ 5 ] { 5 5 },\sqrt [ 5 ] { 5 5 }
200925-1126-82,identical,156x74,156x74,true,- \theta n _ { Y },- \theta n _ { Y }
formulaire003-equation073,identical,318x71,318x71,true,2 ^ { 5 } + 2 + 1,2 ^ { 5 } + 2 + 1
200925-1126-64,identical,37x54,37x54,true,y,y
131_caue,identical,901x112,901x112,true,f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 },f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }
2009213-137-203,identical,123x59,123x59,true,3 - \alpha G,3 - \alpha G
92_leissi,identical,757x166,757x166,true,y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w },y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }
MfrDB1187,identical,147x63,147x63,true,1 + 1 = 2,1 + 1 = 2
MfrDB0117,identical,232x128,232x128,true,k = \frac { n \pi } { L },k = \frac { n \pi } { L }
formulaire016-equation049,identical,134x94,134x94,true,"\forall x , y","\forall x , y"
formulaire024-equation025,identical,688x74,688x74,true,1 5 0 - ( ( 6 9 / 7 7 ) / 2 6 ) \neq - 1 0 7,1 5 0 - ( ( 6 9 / 7 7 ) / 2 6 ) \neq - 1 0 7
formulaire038-equation001,identical,483x99,483x99,true,a _ { 2 } x ^ { 2 } + b _ { 2 } x + c _ { 2 },a _ { 2 } x ^ { 2 } + b _ { 2 } x + c _ { 2 }
formulaire039-equation065,identical,836x79,836x79,true,( 1 3 0 \times ( 1 2 5 \times 8 5 ) ) + 1 5 2 = 1 3 8 1 4 0 2,( 1 3 0 \times ( 1 2 5 \times 8 5 ) ) + 1 5 2 = 1 3 8 1 4 0 2
200926-1617-176,identical,109x60,109x60,true,\sum I,\sum I
MfrDB2775,identical,482x112,482x112,true,\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y ),\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y )
76_alfonso,identical,671x83,671x83,true,a = b \cos C + c \cos B,a = b \cos C + c \cos B
2009213-137-195,identical,109x67,109x67,true,( [ X ] ),( [ X ] )
formulaire022-equation069,identical,398x146,398x146,true,\lim _ { n } \frac { 1 } { n } \sum _ { k = 0 } ^ { n - 1 } f ( X _ { k } ),\lim _ { n } \frac { 1 } { n } \sum _ { k = 0 } ^ { n - 1 } f ( X _ { k } )
200923-1556-38,identical,272x160,272x160,true,\frac { 4 } { 3 } \pi r ^ { 3 },\frac { 4 } { 3 } \pi r ^ { 3 }
2009212-1031-53,identical,146x63,146x63,true,X \neq F,X \neq F
formulaire010-equation044,identical,321x123,321x123,true,\frac { d x } { d t } = f ( x ),\frac { d x } { d t } = f ( x )
MfrDB0158,identical,85x68,85x68,true,1 + 1,1 + 1
2009210-947-235,identical,257x96,257x96,true,w a \leq \sum S,w a \leq \sum S
200922-949-262,identical,97x86,97x86,true,n ^ { B },n ^ { B }
200923-1254-21,identical,68x66,68x66,true,4,4
200923-1556-114,identical,88x61,88x61,true,\sqrt { G },\sqrt { G }
116_Frank,identical,550x170,550x170,true,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a },x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
formulaire035-equation049,identical,277x90,277x90,true,"( \gamma _ { x } ( t ) , \gamma _ { y } ( t ) )","( \gamma _ { x } ( t ) , \gamma _ { y } ( t ) )"
2009210-947-30,identical,378x166,378x166,true,\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a },\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
MfrDB2158,identical,389x150,389x150,true,1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y },1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y }
200923-131-156,identical,146x99,146x99,true,i z a,i z a
200923-1251-107,identical,87x56,87x56,true,9 5 9,9 5 9
formulaire007-equation018,identical,462x167,462x167,true,y ^ { 2 } = \frac { x ^ { 3 } } { 2 a - x },y ^ { 2 } = \frac { x ^ { 3 } } { 2 a - x }
93_herbert,identical,1102x104,1102x104,true,r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } ),r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } )
MfrDB1257,identical,222x128,222x128,true,\sqrt [ 3 ] { \frac { z ^ { 3 } + 2 } { \sqrt { z } + 1 } },\sqrt [ 3 ] { \frac { z ^ { 3 } + 2 } { \sqrt { z } + 1 } }
200926-1617-138,identical,76x54,76x54,true,- M,- M
200923-1251-19,identical,344x103,344x103,true,x ^ { 2 } + y ^ { 2 } = z ^ { 2 },x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
formulaire038-equation032,identical,190x87,190x87,true,"a _ { i } , a _ { j }","a _ { i } , a _ { j }"
200923-1251-216,identical,230x153,230x153,true,\frac { \cdots + \sum H } { f },\frac { \cdots + \sum H } { f }
formulaire024-equation022,identical,138x85,138x85,true,( u _ { i } ^ { n } ),( u _ { i } ^ { n } )
200923-131-130,identical,73x54,73x54,true,a,a
MfrDB2048,identical,133x69,133x69,true,\sin x ^ { 2 },\sin x ^ { 2 }
MfrDB2432,identical,399x136,399x136,true,E _ { k } = \frac { 1 } { 2 } m _ { 1 } v _ { 1 } ^ { 2 } + \frac { 1 } { 2 } m _ { 2 } v _ { 2 } ^ { 2 },E _ { k } = \frac { 1 } { 2 } m _ { 1 } v _ { 1 } ^ { 2 } + \frac { 1 } { 2 } m _ { 2 } v _ { 2 } ^ { 2 }
200923-131-350,identical,63x54,63x54,true,m,m
formulaire028-equation067,identical,186x97,186x97,true,"f _ { 2 } , g _ { 2 }","f _ { 2 } , g _ { 2 }"
2009212-952-22,identical,142x62,142x62,true,\cdots - \sum T,\cdots - \sum T
200923-1253-190,identical,209x91,209x91,true,\sqrt { - x - \int M d T },\sqrt { - x - \int M d T }
formulaire010-equation022,identical,138x109,138x109,true,2 ^ { m ^ { p } },2 ^ { m ^ { p } }
130_hirata,identical,411x120,411x120,true,\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 },\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
200923-1553-297,identical,169x70,169x70,true,- v + [ l ],- v + [ l ]
126_Nina,identical,509x142,509x142,true,| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } },| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }
200922-947-7,identical,214x91,214x91,true,\sum _ { m } f ( m + 3 ),\sum _ { m } f ( m + 3 )
KME2G3_25_sub_38,identical,750x309,750x309,true,\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } },\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
200924-1331-35,identical,87x84,87x84,true,u _ { z _ { o } },u _ { z _ { o } }
formulaire039-equation063,identical,324x76,324x76,true,( x ^ { 2 } + 1 ) \sin ( x ),( x ^ { 2 } + 1 ) \sin ( x )
70_Frank,identical,539x153,539x153,true,\cos \theta = \frac { x } { \sqrt { x ^ { 2 } + y ^ { 2 } } },\cos \theta = \frac { x } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
2009212-952-49,identical,204x65,204x65,true,\cos ( 0 ) = 1,\cos ( 0 ) = 1
formulaire037-equation013,identical,553x89,553x89,true,a _ { n } = \sin ( 2 n x ),a _ { n } = \sin ( 2 n x )
2009213-139-248,identical,89x57,89x57,true,w X,w X
200923-1553-164,identical,102x57,102x57,true,l - 5,l - 5
200923-1556-0,identical,551x80,551x80,true,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
2009213-139-179,identical,109x67,109x67,true,( 5 . 0 ),( 5 . 0 )
formulaire031-equation027,identical,240x86,240x86,true,m - g + 1,m - g + 1
formulaire031-equation018,identical,497x121,497x121,true,5 x - \frac { 1 } { 4 } x + \frac { 1 } { 4 } = 1,5 x - \frac { 1 } { 4 } x + \frac { 1 } { 4 } = 1
200925-1126-208,identical,216x176,216x176,true,\frac { \sqrt { x } } { \frac { \mu } { \sqrt { r } } },\frac { \sqrt { x } } { \frac { \mu } { \sqrt { r } } }
2009210-947-192,identical,113x77,113x77,true,z ^ { \Delta } \mu,z ^ { \Delta } \mu
200923-1556-59,identical,110x69,110x69,true,9 . 8,9 . 8
formulaire013-equation023,identical,123x89,123x89,true,2 e _ { 1 },2 e _ { 1 }
200924-1312-121,identical,384x130,384x130,true,\cdots - c ^ { m - M E },\cdots - c ^ { m - M E }
formulaire021-equation035,identical,808x72,808x72,true,( ( 1 5 1 + 2 3 ) - ( 1 8 3 \times 1 2 6 ) ) + 1 5 3 = - 2 2 7 3 1,( ( 1 5 1 + 2 3 ) - ( 1 8 3 \times 1 2 6 ) ) + 1 5 3 = - 2 2 7 3 1
formulaire001-equation023,identical,137x113,137x113,true,e ^ { - 1 },e ^ { - 1 }
MfrDB3017,identical,317x112,317x112,true,| \int \limits _ { a } ^ { b } f ( x ) d x | \leq \int \limits _ { a } ^ { b } | f ( x ) | d x,| \int \limits _ { a } ^ { b } f ( x ) d x | \leq \int \limits _ { a } ^ { b } | f ( x ) | d x
200923-131-107,identical,91x73,91x73,true,\pi,\pi
formulaire034-equation039,identical,465x80,465x80,true,"d ( p ^ { 2 } - q ^ { 2 } ) , 2 p d q , d ( p ^ { 2 } + q ^ { 2 } )","d ( p ^ { 2 } - q ^ { 2 } ) , 2 p d q , d ( p ^ { 2 } + q ^ { 2 } )"
200922-1017-33,identical,182x76,182x76,true,t + Y _ { d },t + Y _ { d }
formulaire024-equation041,identical,387x134,387x134,true,\frac { 1 } { 4 } a a + b b,\frac { 1 } { 4 } a a + b b
MfrDB1667,identical,218x79,218x79,true,a _ { 1 } + a _ { 2 },a _ { 1 } + a _ { 2 }
131_Nina,identical,823x120,823x120,true,f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 },f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }
formulaire004-equation003,identical,156x67,156x67,true,\theta _ { 2 } = \theta,\theta _ { 2 } = \theta
formulaire021-equation002,identical,870x92,870x92,true,y _ { 1 } + \ldots + y _ { n + 1 } = 0,y _ { 1 } + \ldots + y _ { n + 1 } = 0
2009210-947-224,identical,79x60,79x60,true,7 . 5,7 . 5
KME2G3_25_sub_35,identical,484x112,484x112,true,\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 },\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
MfrDB1265,identical,394x168,394x168,true,\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi },\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi }
formulaire017-equation021,identical,274x96,274x96,true,5 \times 1 0 ^ { 1 9 },5 \times 1 0 ^ { 1 9 }
200924-1331-238,identical,191x136,191x136,true,\frac { a } { \phi } \frac { s } { V },\frac { a } { \phi } \frac { s } { V }
KME2G3_27_sub_22,identical,599x110,599x110,true,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
formulaire007-equation038,identical,343x84,343x84,true,( a + c ) ^ { 2 } = 1 2,( a + c ) ^ { 2 } = 1 2
formulaire034-equation051,identical,143x59,143x59,true,2 k + 1,2 k + 1
200924-1312-307,identical,56x62,56x62,true,\beta,\beta
formulaire015-equation006,identical,127x76,127x76,true,1 0 ^ { 1 5 },1 0 ^ { 1 5 }
MfrDB2520,identical,193x115,193x115,true,\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x,\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x
200922-1017-104,identical,104x62,104x62,true,4 . 7,4 . 7
formulaire026-equation058,identical,423x90,423x90,true,a _ { 0 } = a,a _ { 0 } = a
200922-949-227,identical,379x160,379x160,true,\frac { p } { \sqrt { o - d + 4 } },\frac { p } { \sqrt { o - d + 4 } }
formulaire039-equation008,identical,348x86,348x86,true,( 5 n ^ { 2 } - n ) + 1,( 5 n ^ { 2 } - n ) + 1
2009220-1327-68,identical,293x80,293x80,true,\tan ( \frac { \pi } { 2 } ) = \infty,\tan ( \frac { \pi } { 2 } ) = \infty
MfrDB2251,identical,361x95,361x95,true,\frac { d } { d t } P ( t ) = P ( t ) \cdot ( 1 - P ( t ) ),\frac { d } { d t } P ( t ) = P ( t ) \cdot ( 1 - P ( t ) )
formulaire023-equation017,identical,116x72,116x72,true,p _ { 2 } ( s ),p _ { 2 } ( s )
formulaire003-equation020,identical,486x85,486x85,true,1 9 \times 7 \leq 1 3 3,1 9 \times 7 \leq 1 3 3
200922-947-21,identical,183x64,183x64,true,\sum f + r,\sum f + r
200922-949-100,identical,86x54,86x54,true,- \sigma,- \sigma
formulaire007-equation070,identical,545x87,545x87,true,7 6 \pm ( 1 0 2 + 1 5 0 ) \times 5 6,7 6 \pm ( 1 0 2 + 1 5 0 ) \times 5 6
81_daniel,identical,675x192,675x192,true,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } },A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
MfrDB1878,identical,372x248,372x248,true,\frac { T _ { 1 } ^ { 2 } } { T _ { 2 } ^ { 2 } } = \frac { a _ { 1 } ^ { 3 } } { a _ { 2 } ^ { 3 } },\frac { T _ { 1 } ^ { 2 } } { T _ { 2 } ^ { 2 } } = \frac { a _ { 1 } ^ { 3 } } { a _ { 2 } ^ { 3 } }
118_Fabricio,identical,436x153,436x153,true,P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j },P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
200923-1553-213,identical,44x63,44x63,true,\phi,\phi
200923-1251-125,identical,43x54,43x54,true,h,h
formulaire036-equation018,identical,153x94,153x94,true,a _ { k + 1 },a _ { k + 1 }
formulaire010-equation053,identical,61x108,61x108,true,\frac { 3 } { 4 },\frac { 3 } { 4 }
MfrDB1271,identical,308x183,308x183,true,\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !,\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !
82_rosario,identical,346x108,346x108,true,q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C },q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }
formulaire023-equation031,identical,1549x135,1549x135,true,y ^ { 2 } + a _ { 1 } y + a _ { 3 } = x ^ { 3 } + a - 2 x ^ { 2 } + a _ { 4 } x + a _ { 6 },y ^ { 2 } + a _ { 1 } y + a _ { 3 } = x ^ { 3 } + a - 2 x ^ { 2 } + a _ { 4 } x + a _ { 6 }
formulaire037-equation005,identical,370x67,370x67,true,1 \times 9 7 \geq 9 6,1 \times 9 7 \geq 9 6
formulaire009-equation011,identical,116x78,116x78,true,( x _ { k _ { n } } ),( x _ { k _ { n } } )
200923-1254-303,identical,51x108,51x108,true,i,i
200923-1251-70,identical,76x130,76x130,true,\frac { x } { t },\frac { x } { t }
formulaire021-equation026,identical,257x75,257x75,true,7 ^ { 2 } = 4 9,7 ^ { 2 } = 4 9
formulaire010-equation007,identical,179x81,179x81,true,"c ( x , y )","c ( x , y )"
2009220-1327-112,identical,76x57,76x57,true,[ h ],[ h ]
200923-1553-228,identical,45x54,45x54,true,0,0
200923-1553-219,identical,54x72,54x72,true,\theta,\theta
65_miguel,identical,445x70,445x70,true,x = r \cos \theta,x = r \cos \theta
200923-1251-15,identical,95x67,95x67,true,M - g,M - g
formulaire023-equation046,identical,437x79,437x79,true,a + b + c = 0,a + b + c = 0
formulaire026-equation069,identical,111x80,111x80,true,"( X , p )","( X , p )"
MfrDB1776,identical,446x79,446x79,true,1 2 3 4 + 5 6 7 8 > 9 0,1 2 3 4 + 5 6 7 8 > 9 0
92_david,identical,728x166,728x166,true,y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w },y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }
2009212-952-31,identical,355x189,355x189,true,\frac { - b - \sqrt { b ^ { 2 } - 4 a c } } { 2 a },\frac { - b - \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
formulaire008-equation063,identical,470x90,470x90,true,y + 1 6 = x,y + 1 6 = x
KME2G3_4_sub_22,identical,630x101,630x101,true,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
formulaire020-equation074,identical,464x116,464x116,true,\int \frac { 1 } { h ( y ) } d y = \int g ( x ) d x,\int \frac { 1 } { h ( y ) } d y = \int g ( x ) d x
200923-1254-10,identical,53x54,53x54,true,\gamma,\gamma
200924-1312-236,identical,177x98,177x98,true,S ^ { \sigma o },S ^ { \sigma o }
MfrDB0911,identical,124x62,124x62,true,5 + 5,5 + 5
MfrDB2057,identical,256x89,256x89,true,f ( x ) = x ^ { n },f ( x ) = x ^ { n }
2009212-1031-127,identical,120x146,120x146,true,\frac { R \beta } { u },\frac { R \beta } { u }
117_leo,identical,485x114,485x114,true,y ^ { 2 } \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0,y ^ { 2 } \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
MfrDB1549,identical,205x116,205x116,true,\frac { x ^ { 4 } } { 2 ^ { 3 } } - ( \frac { 2 } { x } ) ^ { - 4 },\frac { x ^ { 4 } } { 2 ^ { 3 } } - ( \frac { 2 } { x } ) ^ { - 4 }
200923-131-151,identical,156x147,156x147,true,\frac { G } { f P },\frac { G } { f P }
formulaire022-equation071,identical,349x93,349x93,true,e ^ { i \pi } = - 1,e ^ { i \pi } = - 1
200923-1253-36,identical,458x197,458x197,true,1 + \frac { \sqrt { a ^ { 2 } + 1 + b } } { 3 },1 + \frac { \sqrt { a ^ { 2 } + 1 + b } } { 3 }
formulaire039-equation057,identical,172x107,172x107,true,p ^ { - v _ { p } ( r ) },p ^ { - v _ { p } ( r ) }
2009212-1031-70,identical,167x125,167x125,true,L \sum _ { m > S } \sigma,L \sum _ { m > S } \sigma
formulaire029-equation066,identical,301x82,301x82,true,f ( z ) = ( 1 + z ^ { 2 } ) ^ { - 1 },f ( z ) = ( 1 + z ^ { 2 } ) ^ { - 1 }
formulaire001-equation014,identical,191x94,191x94,true,"f _ { a , b , c } ( d )","f _ { a , b , c } ( d )"
formulaire010-equation006,identical,585x102,585x102,true,( x - x 3 ) ^ { 2 } + ( y - y 3 ) ^ { 2 } = r ^ { 2 },( x - x 3 ) ^ { 2 } + ( y - y 3 ) ^ { 2 } = r ^ { 2 }
82_Fabricio,identical,393x117,393x117,true,q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C },q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }
105_mijail,identical,991x171,991x171,true,\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } },\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
2009212-1031-47,identical,86x96,86x96,true,E,E
formulaire017-equation011,identical,668x78,668x78,true,4 + 4 + 2 \times 6 = 2 0,4 + 4 + 2 \times 6 = 2 0
formulaire025-equation033,identical,843x120,843x120,true,a = \sqrt { b ^ { 2 } - c ^ { 2 } \sin ^ { 2 } \beta } + c \cos \beta,a = \sqrt { b ^ { 2 } - c ^ { 2 } \sin ^ { 2 } \beta } + c \cos \beta
MfrDB1988,identical,278x88,278x88,true,| \sin z | = \sqrt { 1 - \cos ^ { 2 } z },| \sin z | = \sqrt { 1 - \cos ^ { 2 } z }
formulaire019-equation036,identical,515x102,515x102,true,a \leq x \leq b,a \leq x \leq b
formulaire003-equation036,identical,104x115,104x115,true,\frac { 4 } { 3 },\frac { 4 } { 3 }
200925-1126-60,identical,158x108,158x108,true,\frac { \beta + \gamma } { \theta },\frac { \beta + \gamma } { \theta }
formulaire034-equation012,identical,126x66,126x66,true,1 0 ^ { m },1 0 ^ { m }
200923-1553-167,identical,48x57,48x57,true,X,X
